Year,SYSTEM_CODE,SPECIES_CODE,LOCATION,IMAGE_NAME,AGE,SEX,LENGTH,CSW1,CSW2,CSW3,CSW4,CSW5,CSW6,CSW7,CSW8,CSW9,CSW10,CSW11,CSW12,CSW13,CSW14
2013,SS,230,MAGIC ISLAND/HALIBUT POINT,SS1305F014,5,2,200,1.5169,1.4224,1.0835,0.4149,0.2334,,,,,,,,,
2013,SS,230,THREE ENTRANCE BAY,SS1305F015,5,2,193,1.504,1.3391,0.9335,0.2519,0.689,,,,,,,,,
2013,SS,230,MARSHALL ISLAND,SS1305F016,5,2,219,1.6709,1.4152,0.9855,0.4853,0.4927,,,,,,,,,
2013,SS,230,MARSHALL ISLAND,SS1305F017,5,2,224,1.6373,1.6484,0.9631,0.4371,0.5297,,,,,,,,,
2013,SS,230,MARSHALL ISLAND,SS1305F018,5,2,220,1.6726,1.9245,1.1169,0.4538,0.3742,,,,,,,,,
2013,SS,230,MARSHALL ISLAND,SS1305F019,5,2,221,1.4446,1.3946,1.1223,0.6204,0.3111,,,,,,,,,
2013,SS,230,MIDDLE ISLAND SOUTH,SS1305F020,5,2,189,1.5038,1.2797,0.9519,0.4889,0.2815,,,,,,,,,
2013,SS,230,CAPE BURUNOF,SS1305F021,5,2,216,1.7872,1.915,1.0242,0.6445,0.3815,,,,,,,,,
2013,SS,230,CAPE BURUNOF,SS1305F022,5,2,215,1.8079,2.0079,1.1318,0.539,0.3723,,,,,,,,,
2013,SS,230,CAPE BURUNOF,SS1305F023,5,2,219,1.4223,1.9853,1.2778,0.5334,0.5889,,,,,,,,,
2013,SS,230,BRENTS BEACH,SS1305F024,5,2,218,1.5779,1.239,1.2538,0.6167,0.5241,,,,,,,,,
2013,SS,230,BRENTS BEACH,SS1305F025,5,2,203,1.3336,1.3336,0.6668,0.4649,0.3408,,,,,,,,,
2013,SS,230,MIDDLE ISLAND NORTH,SS1305F026,5,2,202,1.2096,1.3059,1.0596,0.8021,0.5594,,,,,,,,,
2013,SS,230,MIDDLE ISLAND NORTH,SS1305F027,5,2,206,0.9519,1.2945,1.7445,1.0204,0.6648,,,,,,,,,
2013,SS,230,PROMSILA BAY,SS1305F028,5,2,188,1.8114,1.6966,0.9113,0.6075,0.2852,,,,,,,,,
2013,SS,230,KASIANA ISLANDS SOUTHEAST,SS1305M001,5,1,223,1.7042,1.4523,0.9447,0.4297,0.4779,,,,,,,,,
2013,SS,230,KASIANA ISLANDS SOUTHEAST,SS1305M002,5,1,228,1.856,1.5503,1.1428,0.5112,0.5242,,,,,,,,,
2013,SS,230,THREE ENTRANCE BAY SOUTH,SS1305M004,5,1,214,1.752,1.3242,1.1538,0.5112,0.3334,,,,,,,,,
2013,SS,230,THREE ENTRANCE BAY SOUTH,SS1305M005,5,1,208,1.6482,1.5667,0.9963,0.4593,0.4111,,,,,,,,,
2013,SS,230,APPLE ISLANDS NORTH,SS1305M006,5,1,210,1.2371,1.6557,1.5668,0.2185,0.4667,,,,,,,,,
2013,SS,230,APPLE ISLANDS NORTH,SS1305M007,5,1,199,1.6908,1.8815,0.7722,0.4259,0.3222,,,,,,,,,
2013,SS,230,APPLE ISLANDS NORTH,SS1305M008,5,1,190,1.3762,0.6538,0.5927,0.7557,0.3723,,,,,,,,,
2013,SS,230,THREE ENTRANCE BAY,SS1305M011,5,1,218,1.7671,1.5541,1.3633,0.4612,0.3668,,,,,,,,,
2013,SS,230,SAMSING COVE,SS1305M013,5,1,217,1.363,1.5723,1.2297,0.4704,0.4333,,,,,,,,,
2013,SS,230,MARSHALL ISLAND,SS1305M015,5,1,215,1.5556,1.5037,1.0445,0.4852,0.5222,,,,,,,,,
2013,SS,230,MARSHALL ISLAND,SS1305M016,5,1,206,1.3745,1.3745,1.0392,0.7076,0.5761,,,,,,,,,
2013,SS,230,STARRIGAVIN BAY,SS1305M018,5,1,200,1.4334,1.7445,1.0111,0.5519,0.4148,,,,,,,,,
2013,SS,230,BRENTS BEACH,SS1305M019,5,1,221,1.7037,1.8296,1.1074,0.5037,0.4963,,,,,,,,,
2013,SS,230,PROMSILA BAY,SS1305M021,5,1,220,1.5743,2.0151,1.0631,0.8446,0.4001,,,,,,,,,
2013,SS,230,KASIANA ISLANDS SOUTHEAST,SS1306F001,6,2,226,2.0042,1.4726,1.0484,0.5335,0.3908,0.4094,,,,,,,,
2013,SS,230,KASIANA ISLANDS SOUTHEAST,SS1306F002,6,2,234,2.0966,1.6206,1.0613,0.626,0.4723,0.4593,,,,,,,,
2013,SS,230,KASIANA ISLANDS SOUTHEAST,SS1306F003,6,2,221,1.5796,1.3722,0.8222,0.663,0.2037,0.2222,,,,,,,,
2013,SS,230,KASIANA ISLANDS SOUTHEAST,SS1306F004,6,2,219,2.2855,1.0557,0.9372,0.5297,0.4167,0.2797,,,,,,,,
2013,SS,230,BATTERY ISLAND,SS1306F005,6,2,229,1.8169,1.228,0.9316,0.5223,0.3889,0.3686,,,,,,,,
2013,SS,230,BATTERY ISLAND,SS1306F006,6,2,221,2.5335,1.8335,0.9667,0.5667,0.4111,0.3259,,,,,,,,
2013,SS,230,BATTERY ISLAND,SS1306F007,6,2,212,1.7408,1.1,1.0037,0.737,0.3444,0.3593,,,,,,,,
2013,SS,230,THREE ENTRANCE BAY SOUTH,SS1306F008,6,2,226,2.0598,1.556,0.9984,0.5724,0.2482,0.3297,,,,,,,,
2013,SS,230,THREE ENTRANCE BAY SOUTH,SS1306F009,6,2,233,2.1484,1.2094,0.8297,0.5778,0.4223,0.3,,,,,,,,
2013,SS,230,THREE ENTRANCE BAY SOUTH,SS1306F011,6,2,180,2.2596,1.1742,0.7186,0.5816,0.3482,0.3927,,,,,,,,
2013,SS,230,APPLE ISLANDS NORTH,SS1306F012,6,2,222,1.6075,1.2742,0.5519,0.4889,0.3297,0.3556,,,,,,,,
2013,SS,230,APPLE ISLANDS NORTH,SS1306F016,6,2,213,2.3983,1.5056,0.7056,0.5019,0.4204,0.3259,,,,,,,,
2013,SS,230,MAGIC ISLAND/HALIBUT POINT,SS1306F017,6,2,229,1.7485,1.278,0.7946,0.439,0.3019,0.3204,,,,,,,,
2013,SS,230,MAGIC ISLAND/HALIBUT POINT,SS1306F018,6,2,205,1.926,1.0593,0.6223,0.2352,0.2222,0.1315,,,,,,,,
2013,SS,230,THREE ENTRANCE BAY,SS1306F021,6,2,233,1.9668,1.4279,0.9056,0.5241,0.3834,0.3222,,,,,,,,
2013,SS,230,THREE ENTRANCE BAY,SS1306F023,6,2,224,1.9205,1.2982,0.8408,0.6463,0.2296,0.3315,,,,,,,,
2013,SS,230,THREE ENTRANCE BAY,SS1306F024,6,2,225,1.9376,1.4948,0.728,0.702,0.439,0.3983,,,,,,,,
2013,SS,230,THREE ENTRANCE BAY,SS1306F025,6,2,214,1.0929,1.4504,0.9114,0.4631,0.3334,0.2816,,,,,,,,
2013,SS,230,SAMSING COVE,SS1306F026,6,2,215,1.2945,1.6408,0.9315,0.3667,0.3611,0.3667,,,,,,,,
2013,SS,230,SAMSING COVE,SS1306F027,6,2,225,1.4632,1.2984,0.9409,0.5742,0.2704,0.1667,,,,,,,,
2013,SS,230,SAMSING COVE,SS1306F028,6,2,220,2.1171,1.7393,1.0132,0.363,0.2445,0.5038,,,,,,,,
2013,SS,230,SAMSING COVE,SS1306F029,6,2,214,1.5042,1.4986,0.8632,0.3779,0.2556,0.4224,,,,,,,,
2013,SS,230,SAMSING COVE,SS1306F030,6,2,232,1.8227,1.543,0.8002,0.4149,0.4223,0.4038,,,,,,,,
2013,SS,230,MARSHALL ISLAND,SS1306F031,6,2,185,1.4853,1.6779,0.9334,0.3482,0.4593,0.4037,,,,,,,,
2013,SS,230,MARSHALL ISLAND,SS1306F033,6,2,228,1.6672,1.4709,0.7521,0.4872,0.2056,0.4446,,,,,,,,
2013,SS,230,MARSHALL ISLAND,SS1306F034,6,2,225,2.2155,1.1207,0.6743,0.6094,0.2445,0.326,,,,,,,,
2013,SS,230,MARSHALL ISLAND,SS1306F035,6,2,235,2.0486,1.7578,0.6928,0.7094,0.5409,0.3279,,,,,,,,
2013,SS,230,MARSHALL ISLAND,SS1306F037,6,2,220,1.5372,1.4335,0.9297,0.6482,0.3223,0.2519,,,,,,,,
2013,SS,230,MIDDLE ISLAND SOUTH,SS1306F039,6,2,203,1.7502,1.6242,0.8297,0.4445,0.3426,0.2334,,,,,,,,
2013,SS,230,MIDDLE ISLAND SOUTH,SS1306F040,6,2,232,1.9778,1.5926,0.8926,0.4741,0.4445,0.3556,,,,,,,,
2013,SS,230,MIDDLE ISLAND SOUTH,SS1306F041,6,2,177,0.9685,1.1296,1.1741,0.5889,0.3111,0.2037,,,,,,,,
2013,SS,230,CAPE BURUNOF,SS1306F043,6,2,232,1.869,1.8783,1.0688,0.8743,0.339,0.4149,,,,,,,,
2013,SS,230,CAPE BURUNOF,SS1306F044,6,2,226,1.9487,1.5782,1.1114,0.6817,0.4335,0.3705,,,,,,,,
2013,SS,230,CAPE BURUNOF,SS1306F045,6,2,235,1.6653,1.5245,0.8058,0.6243,0.5094,0.3112,,,,,,,,
2013,SS,230,CAPE BURUNOF,SS1306F046,6,2,236,1.9673,1.3189,1.0151,0.6224,0.3705,0.3408,,,,,,,,
2013,SS,230,CAPE BURUNOF,SS1306F047,6,2,218,1.628,1.1001,0.7612,0.7464,0.4315,0.3519,,,,,,,,
2013,SS,230,CAPE BURUNOF,SS1306F048,6,2,208,1.7967,1.2355,0.7817,0.6076,0.3927,0.4001,,,,,,,,
2013,SS,230,STARRIGAVIN BAY,SS1306F050,6,2,218,1.415,1.1798,0.9853,0.5445,0.4334,0.3778,,,,,,,,
2013,SS,230,STARRIGAVIN BAY,SS1306F051,6,2,220,1.963,1.1482,0.9334,0.6148,0.437,0.4852,,,,,,,,
2013,SS,230,STARRIGAVIN BAY,SS1306F052,6,2,225,1.952,1.4557,0.8853,0.6556,0.2222,0.1704,,,,,,,,
2013,SS,230,BRENTS BEACH,SS1306F053,6,2,232,1.8226,1.6559,1.3818,0.6427,0.3964,0.4371,,,,,,,,
2013,SS,230,MIDDLE ISLAND NORTH,SS1306F054,6,2,212,1.4909,1.4706,0.663,0.3186,0.2574,0.1463,,,,,,,,
2013,SS,230,PROMSILA BAY,SS1306F056,6,2,217,1.995,1.43,0.9669,0.4186,0.3408,0.2704,,,,,,,,
2013,SS,230,PROMSILA BAY,SS1306F057,6,2,220,1.5483,1.5871,0.7871,0.5037,0.3482,0.2796,,,,,,,,
2013,SS,230,KASIANA ISLANDS SOUTHEAST,SS1306M001,6,1,208,1.9817,1.5632,0.8983,0.4075,0.4223,0.4556,,,,,,,,
2013,SS,230,KASIANA ISLANDS SOUTHEAST,SS1306M003,6,1,227,1.9371,1.763,1.2482,0.6148,0.4593,0.1111,,,,,,,,
2013,SS,230,KASIANA ISLANDS SOUTHEAST,SS1306M004,6,1,210,2.0704,1.5074,0.6148,0.8259,0.2222,0.3074,,,,,,,,
2013,SS,230,KASIANA ISLANDS SOUTHEAST,SS1306M005,6,1,231,1.7574,1.1037,0.6556,0.4093,0.2704,0.3296,,,,,,,,
2013,SS,230,KASIANA ISLANDS SOUTHEAST,SS1306M007,6,1,216,1.9561,1.556,1.041,0.6039,0.4261,0.2667,,,,,,,,
2013,SS,230,KASIANA ISLANDS SOUTHEAST,SS1306M008,6,1,215,1.5893,1.9468,1.1096,0.7521,0.1945,0.1741,,,,,,,,
2013,SS,230,BATTERY ISLAND,SS1306M009,6,1,226,1.652,1.3594,0.7964,0.4482,0.3741,0.2519,,,,,,,,
2013,SS,230,BATTERY ISLAND,SS1306M010,6,1,215,1.6168,1.2909,0.8279,0.5482,0.4019,0.4463,,,,,,,,
2013,SS,230,BATTERY ISLAND,SS1306M011,6,1,225,0.9392,1.2226,0.7429,0.8651,0.3149,0.3557,,,,,,,,
2013,SS,230,BATTERY ISLAND,SS1306M012,6,1,235,2.202,1.7723,0.7963,0.6445,0.4037,0.2482,,,,,,,,
2013,SS,230,BATTERY ISLAND,SS1306M013,6,1,222,1.513,1.3723,0.8574,0.7408,0.3815,0.2778,,,,,,,,
2013,SS,230,BATTERY ISLAND,SS1306M015,6,1,220,1.7226,1.5596,0.8335,0.5557,0.4297,0.3445,,,,,,,,
2013,SS,230,BATTERY ISLAND,SS1306M016,6,1,226,1.445,1.1208,0.741,0.5446,0.3964,0.2353,,,,,,,,
2013,SS,230,BATTERY ISLAND,SS1306M017,6,1,215,1.9852,1.6482,0.7519,0.3852,0.3926,0.3926,,,,,,,,
2013,SS,230,THREE ENTRANCE BAY SOUTH,SS1306M018,6,1,231,1.8932,1.5468,0.8373,0.4631,0.3112,0.3408,,,,,,,,
2013,SS,230,THREE ENTRANCE BAY SOUTH,SS1306M019,6,1,221,1.43,1.4022,0.7873,0.4705,0.3353,0.2204,,,,,,,,
2013,SS,230,THREE ENTRANCE BAY SOUTH,SS1306M020,6,1,223,1.7041,1.6411,0.7113,0.5483,0.3371,0.2853,,,,,,,,
2013,SS,230,THREE ENTRANCE BAY SOUTH,SS1306M021,6,1,222,1.826,1.5519,0.8963,0.5926,0.463,0.3445,,,,,,,,
2013,SS,230,APPLE ISLANDS NORTH,SS1306M022,6,1,209,1.7595,1.328,0.6742,0.652,0.3186,0.2926,,,,,,,,
2013,SS,230,APPLE ISLANDS NORTH,SS1306M023,6,1,210,1.4075,1.4149,1.1926,0.6648,0.3352,0.213,,,,,,,,
2013,SS,230,APPLE ISLANDS NORTH,SS1306M024,6,1,239,1.7408,1.2815,1.0778,0.6185,0.363,0.3074,,,,,,,,
2013,SS,230,MAGIC ISLAND/HALIBUT POINT,SS1306M026,6,1,221,1.9577,1.4706,0.8131,0.5001,0.4223,0.1741,,,,,,,,
2013,SS,230,MAGIC ISLAND/HALIBUT POINT,SS1306M027,6,1,233,1.7967,1.6781,1.1447,0.7001,0.3556,0.3779,,,,,,,,
2013,SS,230,MAGIC ISLAND/HALIBUT POINT,SS1306M028,6,1,230,1.5114,1.4355,0.8557,0.6279,0.5797,0.3853,,,,,,,,
2013,SS,230,MAGIC ISLAND/HALIBUT POINT,SS1306M030,6,1,220,2.4894,1.5189,0.9224,0.6094,0.4112,0.3445,,,,,,,,
2013,SS,230,MAGIC ISLAND/HALIBUT POINT,SS1306M031,6,1,230,1.7744,1.9929,0.3908,0.3982,0.3204,0.2575,,,,,,,,
2013,SS,230,MAGIC ISLAND/HALIBUT POINT,SS1306M032,6,1,223,2.0724,1.6409,0.9668,0.6371,0.3352,0.4871,,,,,,,,
2013,SS,230,THREE ENTRANCE BAY,SS1306M033,6,1,228,1.6243,1.4113,1.2465,0.5964,0.3408,0.4742,,,,,,,,
2013,SS,230,THREE ENTRANCE BAY,SS1306M034,6,1,231,2.152,1.7483,1.0927,0.7223,0.2296,0.2852,,,,,,,,
2013,SS,230,THREE ENTRANCE BAY,SS1306M036,6,1,230,1.83,1.6448,0.815,0.6964,0.263,0.4297,,,,,,,,
2013,SS,230,THREE ENTRANCE BAY,SS1306M037,6,1,233,1.7686,1.8556,1.1167,0.5963,0.2963,0.3741,,,,,,,,
2013,SS,230,THREE ENTRANCE BAY,SS1306M038,6,1,220,1.7815,1.4222,1.2667,0.7741,0.4741,0.4259,,,,,,,,
2013,SS,230,THREE ENTRANCE BAY,SS1306M040,6,1,195,1.2835,1.6466,0.9983,0.6501,0.3426,0.2315,,,,,,,,
2013,SS,230,SAMSING COVE,SS1306M041,6,1,226,1.8169,1.3372,0.7501,0.5278,0.4556,0.5464,,,,,,,,
2013,SS,230,SAMSING COVE,SS1306M042,6,1,204,1.4815,1.4482,1.0333,0.6407,0.2074,0.3407,,,,,,,,
2013,SS,230,SAMSING COVE,SS1306M043,6,1,198,1.4167,1.5723,0.813,0.4278,0.3907,0.1574,,,,,,,,
2013,SS,230,SAMSING COVE,SS1306M044,6,1,224,1.7928,1.1075,0.476,0.5501,0.1371,0.1426,,,,,,,,
2013,SS,230,SAMSING COVE,SS1306M045,6,1,225,1.8558,1.5502,0.9075,0.4075,0.2963,0.3334,,,,,,,,
2013,SS,230,MARSHALL ISLAND,SS1306M046,6,1,225,2.1244,1.3854,1.0501,0.6149,0.3371,0.2,,,,,,,,
2013,SS,230,MARSHALL ISLAND,SS1306M047,6,1,227,1.8225,1.2743,0.9113,0.7038,0.2649,0.4964,,,,,,,,
2013,SS,230,MARSHALL ISLAND,SS1306M048,6,1,218,1.8041,1.304,0.8743,0.6113,0.2593,0.4927,,,,,,,,
2013,SS,230,MARSHALL ISLAND,SS1306M049,6,1,220,1.7151,1.6744,1.178,0.552,0.6001,0.4371,,,,,,,,
2013,SS,230,MIDDLE ISLAND SOUTH,SS1306M050,6,1,228,1.7744,1.4725,0.8816,0.7075,0.3667,0.3815,,,,,,,,
2013,SS,230,MIDDLE ISLAND SOUTH,SS1306M051,6,1,217,1.8223,1.026,1.1519,0.5037,0.3778,0.3556,,,,,,,,
2013,SS,230,MIDDLE ISLAND SOUTH,SS1306M052,6,1,219,1.7483,0.8038,0.8853,0.5815,0.4408,0.3741,,,,,,,,
2013,SS,230,CAPE BURUNOF,SS1306M054,6,1,243,1.8726,1.6948,1.2132,0.6631,0.6149,0.3964,,,,,,,,
2013,SS,230,CAPE BURUNOF,SS1306M055,6,1,219,2.0557,1.7038,1.0297,0.4185,0.4185,0.5704,,,,,,,,
2013,SS,230,CAPE BURUNOF,SS1306M056,6,1,229,2.0726,1.4929,0.8965,0.5797,0.4075,0.5297,,,,,,,,
2013,SS,230,CAPE BURUNOF,SS1306M057,6,1,218,1.7223,1.4704,1.0963,0.8223,0.4148,0.3482,,,,,,,,
2013,SS,230,CAPE BURUNOF,SS1306M058,6,1,219,1.4889,1.0556,1.3148,0.6778,0.437,0.4926,,,,,,,,
2013,SS,230,CAPE BURUNOF,SS1306M060,6,1,225,1.726,1.3297,1.0389,0.9148,0.2778,0.6074,,,,,,,,
2013,SS,230,BRENTS BEACH,SS1306M062,6,1,210,1.856,1.5263,0.9261,0.5927,0.3353,0.3871,,,,,,,,
2013,SS,230,BRENTS BEACH,SS1306M063,6,1,215,1.7519,1.5926,0.9185,0.6593,0.3296,0.4333,,,,,,,,
2013,SS,230,BRENTS BEACH,SS1306M064,6,1,208,1.1652,0.967,1.4357,0.741,0.3501,0.3816,,,,,,,,
2013,SS,230,BRENTS BEACH,SS1306M065,6,1,215,1.895,1.5931,0.9021,0.6317,0.3927,0.3834,,,,,,,,
2013,SS,230,MIDDLE ISLAND NORTH,SS1306M066,6,1,213,1.3912,0.9318,1.6005,0.4557,0.3168,0.2038,,,,,,,,
2013,SS,230,MIDDLE ISLAND NORTH,SS1306M067,6,1,214,1.78,1.4392,0.8724,0.3964,0.226,0.3686,,,,,,,,
2013,SS,230,PROMSILA BAY,SS1306M068,6,1,232,1.9965,1.402,0.9038,0.3945,0.4223,0.463,,,,,,,,
2013,SS,230,PROMSILA BAY,SS1306M069,6,1,216,1.4926,1.5371,1.1871,0.7296,0.387,0.3019,,,,,,,,
2013,SS,230,KASIANA ISLANDS SOUTHEAST,SS1307F001,7,2,236,2.0908,1.3538,1.1278,0.6963,0.5074,0.3537,0.2852,,,,,,,
2013,SS,230,KASIANA ISLANDS SOUTHEAST,SS1307F002,7,2,220,1.6186,1.3519,0.9167,0.5352,0.3519,0.237,0.4463,,,,,,,
2013,SS,230,KASIANA ISLANDS SOUTHEAST,SS1307F003,7,2,232,2.156,1.5984,1.1409,0.6372,0.4334,0.2241,0.4538,,,,,,,
2013,SS,230,BATTERY ISLAND,SS1307F005,7,2,225,2.4301,1.241,0.6038,0.4371,0.4723,0.2575,0.2945,,,,,,,
2013,SS,230,BATTERY ISLAND,SS1307F006,7,2,234,1.8778,1.6815,1.0333,0.4704,0.3185,0.2407,0.3444,,,,,,,
2013,SS,230,BATTERY ISLAND,SS1307F007,7,2,218,1.7594,1.4186,0.7704,0.3482,0.1852,0.2148,0.3222,,,,,,,
2013,SS,230,BATTERY ISLAND,SS1307F008,7,2,235,2.0226,0.8168,0.6835,0.9854,0.7983,0.4538,0.4241,,,,,,,
2013,SS,230,BATTERY ISLAND,SS1307F010,7,2,230,1.9338,1.4485,0.7743,0.3853,0.1963,0.226,0.2964,,,,,,,
2013,SS,230,THREE ENTRANCE BAY SOUTH,SS1307F012,7,2,231,1.8911,1.5188,0.9205,0.4038,0.426,0.1074,0.1926,,,,,,,
2013,SS,230,THREE ENTRANCE BAY SOUTH,SS1307F013,7,2,221,1.7722,1.7352,1.0889,0.4889,0.3815,0.237,0.363,,,,,,,
2013,SS,230,THREE ENTRANCE BAY SOUTH,SS1307F014,7,2,233,1.728,1.6243,1.2946,0.5834,0.4686,0.2945,0.3964,,,,,,,
2013,SS,230,APPLE ISLANDS NORTH,SS1307F016,7,2,228,1.3893,1.0281,0.6539,0.7484,0.5279,0.3075,0.3946,,,,,,,
2013,SS,230,APPLE ISLANDS NORTH,SS1307F018,7,2,248,1.7353,1.6723,0.826,0.5426,0.4741,0.2611,0.2759,,,,,,,
2013,SS,230,MAGIC ISLAND/HALIBUT POINT,SS1307F019,7,2,210,1.7149,1.2612,0.7111,0.5223,0.563,0.1778,0.2519,,,,,,,
2013,SS,230,MAGIC ISLAND/HALIBUT POINT,SS1307F020,7,2,220,1.6593,1.4371,0.8389,0.387,0.3648,0.1315,0.3907,,,,,,,
2013,SS,230,MAGIC ISLAND/HALIBUT POINT,SS1307F021,7,2,211,2.1301,1.6578,0.7705,0.439,0.2482,0.2352,0.1593,,,,,,,
2013,SS,230,MAGIC ISLAND/HALIBUT POINT,SS1307F022,7,2,217,1.7671,1.4985,0.9113,0.5298,0.5446,0.1482,0.289,,,,,,,
2013,SS,230,MAGIC ISLAND/HALIBUT POINT,SS1307F023,7,2,190,1.4893,1.2763,0.7317,0.3445,0.2853,0.0982,0.2112,,,,,,,
2013,SS,230,THREE ENTRANCE BAY,SS1307F024,7,2,236,1.8207,1.4299,1.0983,0.5723,0.1519,0.163,0.2408,,,,,,,
2013,SS,230,THREE ENTRANCE BAY,SS1307F025,7,2,227,1.9002,1.3298,0.8186,0.5334,0.3963,0.1889,0.2408,,,,,,,
2013,SS,230,THREE ENTRANCE BAY,SS1307F026,7,2,203,1.3744,1.3281,0.4112,0.7928,0.2778,0.5057,0.4297,,,,,,,
2013,SS,230,THREE ENTRANCE BAY,SS1307F028,7,2,232,1.4227,1.7487,0.9151,0.4557,0.3427,0.2742,0.2742,,,,,,,
2013,SS,230,THREE ENTRANCE BAY,SS1307F029,7,2,213,1.4113,1.2409,1.0298,0.7112,0.6112,0.4297,0.4371,,,,,,,
2013,SS,230,THREE ENTRANCE BAY,SS1307F030,7,2,218,1.4965,1.5113,0.8223,0.2371,0.2889,0.2519,0.1556,,,,,,,
2013,SS,230,SAMSING COVE,SS1307F031,7,2,231,1.9038,1.1056,0.8556,0.6889,0.3926,0.263,0.3297,,,,,,,
2013,SS,230,SAMSING COVE,SS1307F032,7,2,249,2.0002,1.502,0.5501,0.726,0.1926,0.1574,0.2408,,,,,,,
2013,SS,230,SAMSING COVE,SS1307F033,7,2,215,1.6838,0.9595,0.878,0.4835,0.4075,0.3631,0.3223,,,,,,,
2013,SS,230,SAMSING COVE,SS1307F034,7,2,228,1.9002,1.6835,1.1279,0.5408,0.3,0.2648,0.2519,,,,,,,
2013,SS,230,SAMSING COVE,SS1307F035,7,2,220,1.932,1.5152,0.9947,0.339,0.313,0.1797,0.3538,,,,,,,
2013,SS,230,MARSHALL ISLAND,SS1307F036,7,2,234,1.6074,1.526,1.0222,0.563,0.4445,0.1667,0.263,,,,,,,
2013,SS,230,MARSHALL ISLAND,SS1307F037,7,2,232,1.7672,1.6653,1.0466,0.6279,0.2649,0.1649,0.5075,,,,,,,
2013,SS,230,MARSHALL ISLAND,SS1307F038,7,2,210,1.7356,1.6319,0.7687,0.3445,0.2482,0.1556,0.2278,,,,,,,
2013,SS,230,MARSHALL ISLAND,SS1307F039,7,2,221,1.8485,1.5096,0.9576,0.4983,0.3334,0.3093,0.376,,,,,,,
2013,SS,230,MIDDLE ISLAND SOUTH,SS1307F040,7,2,225,1.8986,1.4855,0.878,0.5353,0.289,0.2704,0.3408,,,,,,,
2013,SS,230,MIDDLE ISLAND SOUTH,SS1307F041,7,2,206,1.3708,1.1226,0.8947,0.565,0.4798,0.3594,0.3834,,,,,,,
2013,SS,230,MIDDLE ISLAND SOUTH,SS1307F042,7,2,230,1.9468,1.6004,0.7798,0.6724,0.4946,0.2167,0.3297,,,,,,,
2013,SS,230,MIDDLE ISLAND SOUTH,SS1307F043,7,2,235,1.8246,1.6856,0.8799,0.326,0.3223,0.2464,0.1815,,,,,,,
2013,SS,230,MIDDLE ISLAND SOUTH,SS1307F044,7,2,221,1.7576,1.4557,0.7112,0.5964,0.3037,0.2185,0.3037,,,,,,,
2013,SS,230,MIDDLE ISLAND SOUTH,SS1307F045,7,2,216,1.7689,1.1095,0.9798,0.8002,0.4297,0.213,0.3556,,,,,,,
2013,SS,230,MIDDLE ISLAND SOUTH,SS1307F046,7,2,220,1.3149,1.6908,0.7778,0.3593,0.4371,0.2,0.1852,,,,,,,
2013,SS,230,CAPE BURUNOF,SS1307F047,7,2,221,1.7264,1.2189,0.426,0.6928,0.552,0.3223,0.3186,,,,,,,
2013,SS,230,CAPE BURUNOF,SS1307F048,7,2,228,1.9283,1.5301,0.7206,0.5131,0.3742,0.3131,0.2556,,,,,,,
2013,SS,230,CAPE BURUNOF,SS1307F049,7,2,231,1.5578,1.6986,1.0206,0.5613,0.502,0.4001,0.3205,,,,,,,
2013,SS,230,CAPE BURUNOF,SS1307F050,7,2,230,1.5724,1.4261,1.2094,0.6241,0.4297,0.3223,0.2426,,,,,,,
2013,SS,230,CAPE BURUNOF,SS1307F052,7,2,228,1.7153,1.6449,1.1225,0.6835,0.4483,0.2742,0.3408,,,,,,,
2013,SS,230,CAPE BURUNOF,SS1307F053,7,2,238,2.2114,1.352,0.9186,0.7575,0.4815,0.3575,0.2741,,,,,,,
2013,SS,230,CAPE BURUNOF,SS1307F054,7,2,246,1.9667,1.6685,1.0241,0.4611,0.4333,0.2926,0.2222,,,,,,,
2013,SS,230,CAPE BURUNOF,SS1307F055,7,2,221,1.3741,1.6223,1.2445,0.5556,0.3556,0.163,0.413,,,,,,,
2013,SS,230,CAPE BURUNOF,SS1307F056,7,2,239,1.7577,1.5928,0.8853,0.5723,0.3704,0.3927,0.4519,,,,,,,
2013,SS,230,STARRIGAVIN BAY,SS1307F057,7,2,236,1.5316,1.2427,1.0167,0.7149,0.3315,0.2204,0.3167,,,,,,,
2013,SS,230,STARRIGAVIN BAY,SS1307F058,7,2,212,1.6208,1.5616,0.9225,0.4798,0.276,0.2853,0.2315,,,,,,,
2013,SS,230,STARRIGAVIN BAY,SS1307F059,7,2,220,2.1374,1.4576,0.7686,0.6149,0.5964,0.3575,0.3889,,,,,,,
2013,SS,230,BRENTS BEACH,SS1307F060,7,2,218,1.7542,1.5708,0.9465,0.3408,0.4742,0.1686,0.3742,,,,,,,
2013,SS,230,BRENTS BEACH,SS1307F061,7,2,204,1.2002,1.4076,0.9446,0.6149,0.3445,0.3667,0.5408,,,,,,,
2013,SS,230,MIDDLE ISLAND NORTH,SS1307F062,7,2,220,1.8135,1.2522,0.7836,0.4261,0.2649,0.352,0.213,,,,,,,
2013,SS,230,PROMSILA BAY,SS1307F063,7,2,224,1.9726,1.491,1.0947,0.5242,0.3445,0.226,0.4038,,,,,,,
2013,SS,230,PROMSILA BAY,SS1307F064,7,2,230,1.6408,1.3186,1.1408,0.6704,0.5445,0.2815,0.3667,,,,,,,
2013,SS,230,KASIANA ISLANDS SOUTHEAST,SS1307M003,7,1,238,2.0222,1.5667,0.7,0.6074,0.2852,0.2778,0.2444,,,,,,,
